"","CD31m_1","CD31m_2","CD31m_3","CD31m_4","Ost_c_1","Ost_c_2","Ost_c_3","Ost_c_4","Ost_ins_1","Ost_ins_2","Ost_ins_3","Ost_ins_4"
"A8MWD9",16.82011,17.16688,17.04281,16.3814397016822,16.96448,17.00804,16.93442,16.585083769551,17.16486,16.62996,16.67855,16.65368
"L0R819",14.42721,14.04529,14.5121,14.15154,14.39617,14.1073,14.12736,13.71627,14.26961,13.98039,14.34654,13.99925
"O00399",13.74669,14.24617,14.88631,13.5834194648092,14.3296,14.05387,13.95728,13.94567,13.92183,13.43351,13.8749,13.8807
"O14548",14.36195,14.129,14.25571,14.4319477670028,13.99072,13.84318,14.16684,14.15504,14.07431,13.72659,14.26019,13.93423
"O15116",15.91787,16.0268,16.55219,15.8067571716419,16.14266,16.77324,15.9761,16.08194,16.2229,15.95454,16.1397576517193,16.0883
"O15155",14.90255,14.8787,14.24998,14.9142746938477,14.8085,14.98327,15.28028,15.0619312685171,15.15143,15.05867,14.90815,14.8814
"O43181",14.94451,14.77541,15.33878,14.64307572017,15.20183,14.65583,14.6263513166639,14.62853,14.79498,14.1959,14.75757,14.566319017756
"O95249",14.76232,14.23714,14.58702,14.68406,14.37429,14.37357,14.75386,14.73337,14.80691,14.94798,14.64383,14.7227
"P05976",17.35472,17.83906,17.8718,17.19978,17.54611,17.57844,17.51997,16.77049,17.73306,17.06315,17.76829,17.20394
"P14406",17.16821,17.67787,17.13583,16.7217295122959,17.44086,17.51093,17.22069,17.11477,17.35424,17.06683,16.93188,17.41926
"P17405",14.99749,15.11541,14.12508,14.8565058000636,15.36429,15.20594,15.50393,15.5014729757661,15.10675,14.64503,14.8211,15.182132712516
"P17544",13.19294,13.41485,13.82587,12.8767551707576,13.40509,13.12119,12.73214,12.5404312721163,13.17934,12.8102401820633,12.95332,12.53552
"P23434",16.75011,16.7217,16.89294,16.61629,16.5184,16.50221,16.23927,16.22005,16.0295,15.50856,16.54526,15.62118
"P82914",13.765905910567,13.59177,13.92277,13.44719,13.76147,13.73362,13.69803,14.29277,14.1019028332781,14.74661,13.87102,14.32825
"P82921",14.40371,14.28891,14.61629,14.7233867781229,14.3691,13.9245,14.10022,14.64628,14.44701,14.78203,14.59942,14.74497
"Q13158",14.12079,13.84089,14.41914,13.8599787726373,14.65762,14.31965,14.49381,14.4873,14.58822,14.5432,14.09484,14.91368
"Q13287",13.93055,14.14075,13.95672,13.6916458361172,14.31775,13.93602,13.91607,13.71433,14.04331,13.58795,13.90213,13.89298
"Q15043",14.40977,13.9659,13.88657,15.10067,14.29123,14.38114,15.18635,14.90027,15.26043,15.41779,15.08666,15.14836
"Q16585",13.2697347459855,13.31245,12.34268,13.95598,13.4881,13.83248,13.16451,13.86357,13.48326,14.17897,12.99848,13.45018
"Q5JTJ3",13.773,13.5854937881975,13.97107,13.44489,13.8434,13.27671,13.10589,13.46452,13.24146,12.8345405656196,13.33244,13.2782
"Q5SNT2",13.24046,13.85979,13.2875,13.7183708219732,12.6425374572506,13.63097,13.07108,13.24788,12.46787,13.66479,13.18988,12.88247
"Q5T0D9",14.030988038749,13.72896,14.04196,13.92566,14.76023,14.0751397686542,14.03664,14.6499,14.77041,14.1350445736606,14.78156,14.62789
"Q6QNY1",14.67716,14.7402,14.80018,14.5777022854082,14.78896,14.78496,14.53415,14.62771,14.4208,13.87974,14.60699,14.45262
"Q7Z4F1",15.06282,13.57541,13.65118,15.14623,15.52531,14.24953,15.47885,15.33266,15.66424,13.84819,15.50576,14.85964
"Q86T03",14.92331,14.51025,14.04832,14.23519,15.65902,15.21709,15.21136,16.24078,15.07563,14.81596,14.87019,15.02849
"Q8IY95",14.76039,14.4994679473104,14.24369,15.29818,15.03642,14.7576518989392,15.16628,15.13482,14.96504,14.19858,15.25715,14.35511
"Q8WU79",14.25045,14.01149,14.64735,13.9178351246692,14.26862,13.98223,14.30584,13.40786,14.24798,14.64527,14.16016,13.3404
"Q969M3",15.01015,14.7432,14.30095,15.3696,14.30609,14.98326,15.14572,15.11533,14.66091,15.1947,15.07258,15.0633
"Q96CP2",13.79739,13.63114,14.1815,13.4794545722509,13.27444,13.40554,13.06506,13.0148243368203,13.20874,13.12606,13.10505,13.12782
"Q96EM0",14.66865,15.27104,14.84731,14.8674929632149,14.66438,15.06665,14.6966191462237,15.03162,14.31877,14.44807,14.7025,14.88895
"Q96EV8",14.22709,14.64993,14.53113,14.27115,14.71451,14.53176,14.49636,14.23659,14.35586,14.39585,14.46563,14.18649
"Q96GC5",15.45335,15.1247,15.26201,15.017117797653,15.35765,15.34095,14.95606,15.22055,15.3192,15.12708,14.74894,15.14704
"Q96H20",14.15609,14.11399,14.25778,14.1969655071277,14.47163,14.25306,14.18469,14.01519,14.3707,13.72647,14.55685,13.68531
"Q96HD1",14.41354,13.63084,14.16249,14.4002807495523,14.14649,13.8565107871374,14.78956,14.26464,14.14661,13.96838,14.47484,14.54666
"Q9H2H8",15.30163,15.40241,14.97154,14.34442,15.57706,15.36731,14.30148,14.86274,15.23602,15.36976,14.4978860102704,15.09203
"Q9HD33",15.17116,14.69386,15.32006,15.1867665173688,15.0987,14.8427,15.06489,15.14431,15.365,15.57962,15.22829,15.19872
"Q9P0R6",14.44899,14.65129,14.74685,14.4886292933115,14.4602,14.53601,14.2047,14.26075,14.36158,14.17355,14.55041,14.2497979356091
"Q9UET6",14.09436,14.15636,14.30625,14.20152,14.08447,14.30192,14.25877,14.08195,14.07024,13.9186,14.44179,14.0288347728644
"Q9Y2Y0",14.0218,14.72958,14.7281,14.21867,14.65658,14.56688,14.46856,14.53903,14.63844,14.49959,14.5593,14.65451
"Q9Y676",14.78636,14.58538,14.62016,14.47392,14.64569,14.3652,14.1374,14.42817,13.83705,14.42105,14.4854,14.41131
"A0A5F9YFS9",14.23377,13.58778,13.74143,14.22407,13.8915,14.06188,14.35386,14.26208,14.21607,14.09065,14.0329,14.33173
"Q9NQT5",16.26049,15.53513,16.26168,16.5902,15.72021,15.22512,15.16896,15.40927,15.54,15.79191,15.74997,15.0426
"Q96AQ8",14.8572,14.86932,14.52496,15.1300414121036,14.8794868234772,14.99543,14.85449,15.34696,14.99156,15.1476,14.97635,14.93656
"L0R6Q1",15.56052,15.99677,16.09228,15.5168368223274,16.04759,15.4755,15.58915,15.65036,16.0492,15.29325,15.98109,15.8445
"O00193",15.8487,15.80651,15.95054,15.70666,15.5342,15.44638,14.44157,15.17674,14.70072,14.680377513654,15.25383,14.96755
"O00422",14.94539,15.14354,15.6429,14.92253,14.83818,14.53808,14.41779,14.36924,14.68258,14.26418,14.65695,14.81045
"O14880",15.60686,16.31077,15.12191,14.85734,16.40209,16.96841,17.28097,17.3478,16.994,16.98667,16.27923,17.42771
"O14907",16.05746,17.20837,17.11911,15.78296,16.78307,16.98872,16.71395,16.71599,16.47208,16.28778,16.9516,16.76824
"O15127",15.62862,15.46607,15.05341,15.7673,15.51048,16.04923,15.59045,15.9961,15.73847,15.95879,15.84079,15.61369
"O15212",14.98058,14.70971,15.33763,14.6825842060142,14.88377,14.71724,14.65707,14.6655359059494,14.74714,14.26134,14.63882,14.77777
"O15260",16.32311,16.42187,15.40764,16.1761083600388,16.35522,16.77303,17.14553,16.77888,17.14179,17.6819,16.39223,17.70276
"O15446",14.3299,13.89792,14.61558,14.2465,13.92177,13.44497,13.63157,13.32503,14.07995,13.6515765375771,13.73484,13.62762
"O15533",15.56916,15.27772,14.83526,15.3499949254199,15.41066,15.4272,15.55224,15.58428,15.35927,15.6042,15.07184,15.54085
"O43670",15.66439,15.43369,15.94281,15.1987450926838,15.27795,15.25429,15.22461,14.73927,15.20043,15.11893,15.17925,15.13665
"O43768",15.33526,14.73788,15.58154,14.87479,14.92444,14.73495,14.65388,14.2286,14.761,14.42218,14.67884,14.34123
"O60232",15.34642,15.4098,15.63742,15.1109374275952,15.18964,14.09681,14.7321,14.66089,15.12405,14.78824,15.0441,14.99676
"O60573",15.56319,15.70506,15.44996,15.5788502866749,15.651,15.85096,15.8459,15.76882,16.52385,16.2896192024418,15.84502,15.49468
"O75381",15.3796,15.12872,15.42869,14.9552028241993,15.42269,15.16682,14.89275,15.0111200056968,15.32153,15.25067,14.82891,15.0223
"O75880",14.41092,14.03896,14.35918,14.4617363952507,14.32286,13.98311,14.25228,14.47823,14.14761,14.28166,14.276480604851,14.57321
"O95197",15.79464,15.58245,15.11609,16.69516,15.8437,16.13802,16.05199,16.66483,15.86753,16.69258,16.05127,16.30855
"O95777",15.82929,15.34228,15.6418,14.63429,15.41844,15.04993,14.79336,14.84638,15.26815,14.52698,14.62521,14.85396
"P05161",16.07376,14.94689,15.52275,15.21246,16.55656,15.10016,15.63392,15.73492,16.5169,15.33529,15.6503,15.57609
"P05362",13.98603,14.60567,13.9962553057965,14.36494,14.75005,14.4742,14.09157,14.91378,13.80905,13.30421,14.28318,13.839
"P07919",16.76991,16.76372,16.79894,15.7248206445883,16.81825,16.76823,16.47506,16.41233,16.48779,16.37466,15.42381,16.79654
"P13473",16.3161,16.3712,16.27691,15.89866,16.92128,16.2715,16.76695,17.18923,16.45527,15.23184,16.76767,16.44441
"P14209",15.36125,15.50425,15.66974,14.13185,16.11627,15.93208,16.16673,14.97158,15.91222,15.68903,15.91664,14.90468
"P15151",14.53276,14.29625,15.02138,14.73118,14.0385934336757,13.85351,14.15603,14.06277,14.01812,14.28371,14.51983,13.81801
"P17050",14.28589,14.93989,14.69303,13.7791439920119,14.53628,15.16747,14.62994,14.33279,14.48471,14.96674,13.73928,14.47259
"P43307",16.6648,16.04858,16.15041,16.66279,16.56046,15.87326,16.24932,15.89641,16.28462,15.7109,16.65336,16.26411
"P50238",15.4899,16.09063,15.99242,16.1054670421153,15.9363,16.01114,15.98637,16.83159,15.36083,15.4786,16.23554,17.05195
"P51397",15.93773,15.59954,16.50614,15.14653,15.78113,15.93137,15.10622,15.2995,15.53739,15.74408,15.61287,15.74832
"P53384",14.91181,15.15206,15.25581,14.59176,15.10946,14.90041,14.82523,14.62118,14.85172,13.88473,14.90455,14.56667
"P53801",19.86285,19.41063,19.46576,19.9712,19.86727,19.22494,19.0511,19.7653,19.76249,19.03133,19.07792,18.9553
"P60468",16.63206,16.11168,16.09587,17.03793,15.79891,16.01115,16.45388,16.1552,15.74526,16.46714,16.53139,16.23244
"P60520",14.34962,13.49954,14.27122,14.57117,14.65466,13.6228,14.19715,14.76193,14.68278,13.98411,14.53782,14.82345
"P61960",17.16247,17.41651,17.82353,17.34874,17.48274,17.09615,17.41392,17.25708,17.57033,16.50235,17.45651,17.44386
"P62253",14.54441,14.63671,15.18528,14.39773,14.89242,14.4384,14.41182,14.11831,14.74104,14.16975,14.56799,14.5426
"P62304",16.20748,16.80284,16.68165,14.55351,16.15757,16.44295,16.88803,16.30169,16.9659,17.32804,16.69054,17.27501
"P62306",15.93805,16.47425,16.81041,14.69043,16.24454,16.054,15.83523,15.67628,15.78104,15.67765,16.14055,15.95788
"P62310",17.09899,16.88428,17.34939,16.58959,16.99662,16.7784,16.49865,16.39772,16.79121,16.36781,16.49207,16.26315
"P62854",17.33818,17.36872,17.4238,16.83529,17.46825,17.74534,18.20609,18.31142,18.37386,19.3182,18.11413,18.77926
"P62877",16.32092,16.47775,16.20162,15.36647,16.34816,16.45925,16.46826,16.20181,16.39876,16.07844,16.43261,16.23514
"P63172",14.51532,14.92535,15.06762,14.41387,14.59683,14.94175,14.95925,14.50736,14.95744,15.01489,15.25792,14.75434
"Q01130",17.00771,17.27031,17.51238,17.43623,16.33897,16.53763,16.05797,15.82927,15.86268,15.9702,16.61179,15.61068
"Q01650",13.94494,14.29737,13.57791,14.52396,13.22278,14.82108,14.2141,14.08661,13.80915,15.04898,14.19914,13.63352
"Q01658",15.31891,15.83465,15.95526,15.26524,15.26066,15.65444,14.56109,14.90455,14.41436,15.05827,15.40107,15.26093
"Q15427",14.24077,14.54362,14.44476,13.78328447798,13.85019,13.66607,13.31475,12.91031,13.09663,12.8986213494156,13.47162,13.00092
"Q15493",15.91084,16.05737,15.5408,15.90171,16.44233,16.39107,16.26087,16.08487,16.0706126812812,15.20911,15.98695,15.85835
"Q5GJ75",13.71525,13.93932,13.8812,14.58215,14.19111,14.3907,13.80452,15.09102,14.80524,14.47436,14.48873,15.62865
"Q5QJ74",13.90773,14.09691,14.14003,13.7749010914014,13.8749668734874,13.94613,13.97192,13.32323,13.80275,13.7270816662454,13.96768,13.38275
"Q5RKV6",13.66318,13.54668,14.0092,13.452146217973,13.32553,13.1504,13.1420316411017,12.89594,13.33129,12.99977,13.33987,13.11622
"Q6P4F2",14.93272,15.14591,15.23971,14.4193652098401,15.55984,15.11818,14.7765,15.04832,15.21053,14.92403,14.47747,15.19883
"Q6P587",15.7938,15.69841,16.09954,16.1065,15.87706,15.66957,15.4382,15.79367,15.7589,15.25221,15.88499,15.61047
"Q6P5R6",15.83511,16.02773,16.28102,16.00303,15.45106,15.56805,16.0306302578913,14.9967,16.19646,16.21366,16.52294,15.77756
"Q6PD74",15.41981,15.25068,15.49148,14.92448,15.68139,15.2536938585364,15.33982,15.12543,15.44397,14.9619681232752,15.4414,15.15769
"Q6UXH1",15.01299,14.45538,15.10496,14.36881,14.64438,14.30539,14.06017,13.86035,14.39731,13.89106,14.27524,13.93342
"Q7Z4G1",14.07773,14.97712,14.83473,13.8044516233739,14.99981,14.68936,14.49137,14.01002,14.87445,14.36618,14.61066,14.87275
"Q86SX6",15.16276,15.17864,15.75324,15.30796,15.06725,14.5582,14.32392,14.31723,14.52128,14.02014,14.96578,14.29388
"Q86VR2",14.69286,14.46378,14.5034580445595,14.01502,14.63499,14.71622,15.19869,15.11378,14.54444,14.81983,14.88119,14.8838750951735
"Q86WA6",14.69568,14.77332,14.85922,14.1983720517588,15.47442,14.65949,14.88913,15.33849,15.22167,14.77835,14.1908,15.55221
"Q86WC4",19.26768,18.55091,19.17812,19.21083,19.28319,18.84001,18.82473,17.97537,19.09218,18.65523,19.17633,18.55913
"Q8IYB5",14.55446,14.22722,14.70001,14.4675527144897,14.5207,14.10365,14.44223,14.06014,14.38617,13.87914,14.69133,14.12373
"Q8N4P3",13.62828,13.6041,13.98325,13.3779020586493,13.74522,13.55665,13.19032,13.53706,13.75007,13.6672,13.19294,13.54015
"Q8N7R7",15.60728,14.98657,15.3325000892571,14.49829,14.2001195365975,14.62811,14.67981,14.32355,14.44344,15.193,13.91879,14.62598
"Q8NB37",14.28494,14.5001,14.36087,13.8001631968629,14.89764,14.67272,14.54179,14.51005,14.58386,14.33031,13.89037,14.60096
"Q8NFH3",14.5407,15.33354,15.60329,14.64744,15.15026,14.56764,14.42998,14.19254,14.67315,14.18062,14.92229,14.4351325915404
"Q8TB22",15.58222,15.11932,15.27234,15.30661,15.22774,15.15386,15.35535,15.1376756698078,15.51397,14.70196,15.94153,15.1105054776849
"Q8TCT8",14.99582,14.55638,14.6184,14.8755,14.72977,15.12864,15.14089,15.3978,14.92439,15.21019,14.75171,14.91942
"Q8WUW1",14.23161,15.17623,15.31514,13.5976712490626,15.19128,15.16647,15.03945,13.60639,15.27894,14.72486,14.86763,15.16315
"Q8WVJ2",15.7904,16.38288,16.10203,15.44209,16.40306,16.12044,15.54551,15.81955,16.82377,14.94392,16.95784,15.71133
"Q92542",16.84789,16.37744,16.41231,16.98157,16.88319,16.68411,16.71851,16.954,16.51403,15.75151,16.63475,16.17259
"Q96AT9",16.22982,16.0291,16.32866,15.38919,16.73833,16.05473,16.30332,16.16877,16.65056,15.9703,16.07941,16.4051
"Q96B26",14.98416,15.19025,15.22217,15.02113,14.97147,14.9348,14.55896,14.56248,14.87049,15.19457,14.74454,14.76611
"Q96B54",15.43202,15.24148,15.89025,15.05317,15.34655,14.93967,14.95998,14.93884,15.07782,14.7410278847249,15.03316,14.88955
"Q96C90",16.00504,15.40838,15.87189,15.4319,15.58775,15.45877,15.3097,15.12222,15.76976,15.454767266468,15.4251,15.14974
"Q96DG6",14.42127,14.48488,13.98465,14.5050379792357,15.00279,14.63337,14.33055,14.83462,14.5627,14.1689110100459,14.56281,14.59103
"Q96EI5",14.5647,14.68289,14.59651,14.2233090738568,14.80967,14.49762,14.3498,14.21195,14.42598,13.67199,14.27752,13.7486
"Q96GA3",14.29293,14.43197,14.67528,14.36657,14.1525,13.90448,13.8213169710533,13.69682,14.31881,13.9839690151858,13.95331,13.71427
"Q96QG7",15.23965,14.99189,15.06409,15.1251215662726,15.2690549843707,15.46944,15.67064,15.7567,15.4627,15.69408,15.0375,15.76994
"Q96SL4",15.1243,15.87286,15.55495,14.9118725050453,15.33401,15.25976,15.36622,14.88699,15.0798,14.99392,15.12107,14.85756
"Q9BQ69",14.7044570706329,14.3119,14.5048,14.4745,15.03534,14.71414,14.58827,14.96013,14.75865,14.66408,14.25243,14.54114
"Q9BVI4",13.45133,13.19847,13.27998,13.8839264763505,12.5545,13.15616,13.12296,13.41671,12.94233,13.68086,13.34243,13.56569
"Q9BX40",14.92833,14.14188,14.88057,14.6815084375068,14.63273,14.29606,14.24273,14.19715,14.58316,14.26756,14.61575,14.34266
"Q9BXV9",14.8921,15.43574,15.13454,14.1756693221982,15.27524,15.32145,15.04722,14.44355,15.24779,14.61363,14.46153,14.63133
"Q9BYN0",14.345,15.00781,14.59152,14.52971,14.76218,14.77949,13.84029,14.53321,14.19138,14.2415254441942,14.31684,14.45117
"Q9BZL1",14.77307,15.1988,15.45699,14.9498003184881,15.36502,15.07192,14.99642,15.17414,15.03049,14.17317,15.46184,15.26459
"Q9GZN8",15.62909,15.71425,15.96071,16.1519,15.7934972487517,15.55796,15.35973,15.57127,15.52698,15.23015,15.92545,15.14052
"Q9GZT8",14.74125,15.22523,14.68404,14.673857498667,15.50489,15.15623,15.31701,15.38556,15.64159,14.96939,15.12339,15.5703
"Q9H019",13.94812,14.60601,14.41531,13.7831031808066,14.58136,14.28959,13.78644,13.8762341620167,14.16814,13.54458,14.0483,13.9023960417603
"Q9H2K0",15.53056,15.74671,16.19988,15.5418125759252,15.83188,15.89872,15.829270709696,15.67969,15.88481,16.29623,15.9148420160854,16.00312
"Q9H6F5",15.62904,15.33128,15.93081,15.3339734057297,15.45006,15.60757,14.79586,15.17076,15.05342,15.848,15.00316,15.29345
"Q9H6T3",14.16266,14.39672,14.59255,14.1118402707642,14.43127,14.0383,13.9055,13.71297,14.15267,13.71782,14.40301,13.64482
"Q9HAN9",14.09398,14.23136,13.95949,14.0846123837651,14.328,14.04107,13.71874,14.31166,14.26169,14.41701,13.8858686702897,14.56796
"Q9NPA0",14.31604,13.80673,14.5013,14.34857,14.31907,13.7809,14.29858,14.3316,14.25423,14.29647,14.63385,14.27836
"Q9NPJ3",15.36766,15.71492,16.06276,15.551187306908,16.1608,15.49193,15.99949,16.15041,15.8383,15.85928,16.00309,16.1429872900375
"Q9NQP4",16.42094,16.53762,16.65951,15.59446,16.45323,16.2801,15.99244,15.94043,16.0678,15.25366,16.38557,16.1942
"Q9NRN7",13.83403,14.06587,14.37422,14.0174977833132,13.88749,13.51301,13.63048,13.82246,13.78298,13.83456,14.01845,13.87516
"Q9NVS9",15.948,16.03581,15.71415,15.2991606148242,16.28282,16.10193,15.74273,15.67856,16.12768,15.88821,15.35651,15.9707
"Q9NX55",15.51606,15.62957,15.89314,15.0741997417979,15.50929,15.33259,15.45296,15.2576,15.58588,15.06477,15.14982,15.63196
"Q9NYL4",15.57389,15.00479,14.91725,14.13952,15.3246,15.44597,15.93084,15.20919,15.42107,15.84087,15.03963,15.28377
"Q9NZ43",13.10977,13.30325,13.49017,14.11632,13.88373,13.85949,14.18172,14.21126,14.02967,14.3002,13.90652,14.14937
"Q9NZW5",16.63022,16.5545,16.99439,16.2120514083128,17.32654,16.4857653261838,16.41136,16.29163,16.60785,15.6631492980001,16.66466,15.84195
"Q9UBF6",14.79852,15.1012,15.24774,14.52599,15.15292,14.8069,14.89367,14.73988,15.08141,14.05654,15.06613,14.69507
"Q9UBM7",15.17208,14.59048,14.02612,15.34563,14.36885,14.94013,15.36155,15.17865,15.04984,14.0377,14.87426,14.83631
"Q9UBQ0",16.297,16.12158,16.19624,16.01337,16.60655,16.3106,16.44937,16.57726,16.71388,16.41555,16.54823,16.36644
"Q9UQN3",15.81305,15.67605,16.04526,15.63952,16.42543,15.82385,15.96062,15.46494,15.99449,15.66381,16.19843,15.92864
"Q9Y282",15.6994,15.63458,15.64259,15.69133,15.45263,15.81519,16.0392,15.9201,15.73262,15.8829709213983,15.87499,15.32944
"Q9Y2J4",13.40157,13.58542,13.58805,13.3723891250234,13.64757,13.26929,13.44698,13.22913,13.41274,12.77134,13.5362468747428,13.08805
"Q9Y2R0",15.24201,15.09775,15.20295,15.2287766887425,15.44268,15.42694,15.48929,15.5767433275491,15.49166,15.16283,15.39343,15.60049
"Q9Y3C8",15.77562,15.71729,15.69789,15.3826847192804,15.92653,15.63146,15.70608,15.74308,15.82034,15.27737,15.37243,15.66632
"Q9Y3E7",14.83289,14.78928,14.85286,14.26358,15.15149,14.63511,14.86699,15.49023,15.06863,14.61943,14.88188,15.63198
"Q9Y478",14.5703638055754,14.54117,14.64381,14.30897,14.89147,14.41136,14.19629,14.67442,14.55173,14.15107,14.3624432692779,14.28528
"Q9Y4Z0",16.73804,16.21222,16.92357,16.10785,16.60372,15.9407,16.37496,16.59272,16.53376,16.55126,16.27864,16.64496
"Q9Y6H1",15.68249,15.5701,15.95292,15.59903,15.58858,15.36224,15.10802,15.07341,15.41335,14.65953,15.57109,15.19102
"E5RHX8",14.41971,14.28263,15.34113,14.052529450749,14.37697,14.34988,13.9986536439073,13.52635,14.1896092191596,14.20522,14.27009,13.93755
"Q96FZ7",14.14966,13.3764,13.89723,14.17625,14.35533,14.04908,14.1161,13.77283,14.25544,14.03837,14.33712,14.49952
"Q96T60",14.26152,13.67592,14.30626,13.74236,13.56643,13.48652,13.48591,13.16278,13.77371,13.55563,13.72422,12.68952
"O14559",16.5114,16.81293,16.07118,16.2669161225707,16.74067,16.87848,16.29337,16.62022,16.83171,17.41138,16.24616,17.08821
"P35244",13.75917,14.73646,14.37779,13.9982974243279,14.30536,14.79567,13.99183,14.28689,13.99115,14.22715,14.1442330016993,13.81302
"Q8WWB7",14.77966,14.61353,15.25712,15.39959,15.38318,14.93453,14.88976,14.92947,14.90312,14.501148299513,15.55207,14.48055
"Q9H4G4",14.9843,15.58965,15.66332,15.39112,15.2565,14.44385,15.17846,14.47257,14.87817,14.2093330251631,15.45172,14.78543
"R4GMQ5",20.6714,20.96452,20.34086,18.76021,20.8696,20.81574,20.29727,19.98462,20.44406,20.21949,19.98728,20.13664
"P45984",16.60539,16.35418,16.27653,16.84366,16.4592339474852,16.81704,16.48463,16.60756,16.62431,16.82974,16.75046,16.51467
"C9JJT5",14.89785,16.05327,14.70815,14.5364403137626,15.59802,16.53165,17.0413,15.39445,16.71774,17.71616,15.59353,17.24849
"A6NCE7",16.48327,15.9327,16.58653,15.76381,16.39927,15.69665,16.40815,16.87082,16.43957,15.82122,16.326,16.93042
"O00264",16.39604,16.75724,16.65884,16.65885,16.79626,16.67666,16.41719,16.57853,15.97932,15.79784,16.79941,16.27204
"O00330",15.82164,15.9365,15.89791,15.38218,15.79076,15.82839,15.25301,15.2946,15.20658,15.1393891429832,15.44463,15.16529
"O00401",16.99853,17.14169,16.82887,16.660803568666,17.14866,17.2479,17.11914,17.18055,17.27427,17.34986,16.69758,17.19626
"O14530",15.00094,14.64741,15.46708,14.45834,14.84935,14.27447,14.49457,14.26217,14.76961,14.32179,14.84323,14.76755
"O14545",14.27543,14.44153,14.4846,14.3229236288574,14.34245,14.35803,14.07377,14.1028,14.32255,14.18573,14.41528,13.95095
"O15258",15.722,15.52843,15.13125,15.9732,15.13633,15.69353,15.82586,15.77768,15.67404,15.71955,15.83687,15.76613
"O15382",13.58082,13.3117,13.65788,13.5840872828377,13.36668,13.68174,13.73259,13.62176,13.39955,13.82842,13.41233,13.66026
"O43169",14.94454,15.77949,14.85922,14.852101446751,15.315,15.68686,15.66352,16.06311,15.42173,16.0302,14.61587,16.05224
"O43318",15.58337,15.60072,15.26225,15.3787838081169,15.73057,15.59015,15.54297,15.41544,15.75488,15.27494,15.5396523663716,15.48367
"O43464",16.42381,15.93741,16.30471,16.050507485527,15.64845,15.69339,15.78048,15.66525,15.78316,16.15592,15.7700264177677,17.04576
"O43567",15.74601,16.04568,15.75504,15.78467,15.78628,15.83739,15.82413,15.67354,15.83773,15.94564,15.63782,15.34298
"O43617",14.36939,13.43399,14.3143844388005,14.94951,14.37893,14.29247,14.2578,13.97106,14.76515,14.57893,14.97549,14.65535
"O43633",14.26522,13.85186,14.38666,14.1770905591856,14.54028,14.04494,14.31705,14.39753,14.49472,13.84229,14.36363,14.49451
"O43819",14.57168,14.39136,14.71923,14.80221,14.73183,14.00206,14.34532,14.59401,14.8585,14.2066,14.42481,14.68384
"O43924",14.47709,14.4652,14.38247,13.97846,14.45154,14.11765,14.23442,14.12123,14.36963,13.86546,14.49333,13.93473
"O60831",16.83597,17.3732,16.92086,16.4383350829762,17.51422,17.79215,18.31946,16.94998,18.26755,18.65287,17.58929,18.51008
"O60884",15.3717,15.30573,15.85216,15.38203,15.72648,15.24684,15.23699,15.26096,15.42911,14.80401,15.58162,15.24719
"O75323",14.77729,15.15983,15.01145,15.03339,14.97719,14.73199,14.6646,14.94839,14.82579,14.85049,14.91538,14.72605
"O75380",16.0416,15.99942,16.38347,15.43528,16.08422,15.67786,15.34995,15.66243,15.7741,14.90314,15.78661,15.27377
"O75607",16.49724,16.71906,16.88163,15.685461195017,16.20561,16.55148,16.05013,16.27351,16.30212,16.81457,15.19977,16.92789
"O75688",14.39773,15.07898,14.76061,14.4320004445056,15.1363,14.69038,14.69643,14.65852,14.75385,14.3257,14.8156,14.22163
"O75844",15.28414,15.17049,14.2675,15.27174,14.63433,15.39403,15.23489,15.47564,15.39259,15.83318,15.03866,15.57716
"O75915",17.52645,17.5689,16.72926,17.3776614985276,17.50191,18.2062,18.10643,18.09082,17.86256,18.68185,17.36804,18.40006
"O76080",18.50091,18.71506,18.9365,17.7917687006522,18.65566,18.66222,18.6715,18.65711,18.61715,18.56619,17.84232,19.02109
"O94763",14.02268,14.13024,14.53594,14.11564,14.34326,13.71197,13.82052,13.8325,14.04412,13.46787,14.15081,13.38945
"O95208",14.36198,14.28426,14.48545,14.1928397061549,14.3924,14.29936,13.86847,14.27973,14.16949,13.89009,14.00058,14.25059
"P02765",19.69455,18.424,19.3691,19.89851,19.76697,19.76768,19.47757,19.77307,19.6591,20.09695,19.60657,19.23492
"P04216",17.33075,18.52317,17.31739,18.61357,18.0588,19.15567,18.32573,19.37361,18.21281,19.13328,17.53433,19.06961
"P04732",16.43187,17.31023,16.34808,16.7406673782983,17.15206,16.9136,16.20529,16.90023,17.38498,16.18229,17.50881,18.03795
"P05452",14.82105,14.79274,15.42358,15.57623,15.25924,15.12562,14.9325249837349,14.59788,14.91877,15.96934,15.30158,14.96496
"P08962",18.01301,17.21003,17.13548,18.77419,17.59082,17.07999,17.65181,18.53467,17.7721,17.01696,18.08573,17.74337
"P0DPB6",14.2297329587254,14.23314,14.78719,14.11228,14.09926,13.69951,13.41831,13.11462,13.74988,12.90918,14.13285,13.45208
"P11182",13.94769,13.97157,13.70895,13.8084602905101,14.02086,13.95078,14.10028,13.87419,13.64122,13.63654,13.69673,13.57623
"P14854",16.21698,15.81774,16.43449,15.7475681279661,16.34228,16.0355,15.86268,16.02492,15.90656,14.96938,15.74411,15.6966
"P16035",14.65744,14.75317,14.74708,14.66909,15.74593,15.04485,14.76684,14.81186,15.15044,14.66426,15.10352,14.41472
