"","CD31m_1","CD31m_2","CD31m_3","CD31m_4","Ost_c_1","Ost_c_2","Ost_c_3","Ost_c_4","Ost_ins_1","Ost_ins_2","Ost_ins_3","Ost_ins_4"
"Q9H8H3",14.62839,15.49613,13.66443,13.99212,15.21181,15.9455,15.35983,15.93748,15.26981,15.70324,15.40361,15.6039
"Q9HB90",14.71104,15.19002,14.40679,14.89585,15.22441,15.82099,15.61113,16.38781,15.69938,16.04462,15.34146,16.66932
"Q9HBM1",15.11985,15.90088,15.7469,14.9113608675697,14.9422,15.09252,14.34393,14.5540994922683,15.28568,15.82078,14.76734,15.04327
"Q9HD45",15.98747,15.79414,15.10597,16.26743,15.44246,16.04669,16.24636,16.46964,16.22084,16.51235,15.94021,16.45055
"Q9NPI6",13.78148,13.65961,14.15669,13.5901988715931,13.52866,13.40527,13.312,12.99235,13.21499,13.35294,13.4815007721433,13.1192
"Q9NQT4",13.62233,13.87379,14.09249,13.5806489641071,13.69693,13.84207,13.56925,13.1675,13.72667,14.54734,13.76766,13.80354
"Q9NR28",15.89191,16.09051,15.64169,15.66665,16.11512,16.2354,16.09304,16.17399,16.2466,15.77734,15.79547,16.09615
"Q9NVZ3",14.89816,15.22436,15.32508,15.45125,15.2397,15.06831,14.90011,14.77758,15.16343,15.12277,15.29168,15.08768
"Q9NWM8",15.27931,15.20412,15.59747,14.8603812571968,14.80969,14.68979,14.72668,14.63577,14.85124,14.41003,14.6,14.79275
"Q9NWT1",15.92128,15.64066,15.7768,15.8482997857448,15.1549959814813,15.36904,15.46173,15.3881,15.40535,15.81531,15.5176890912794,15.58636
"Q9NX08",13.76406,13.9676,14.30557,13.7379547119749,14.4406,14.20571,14.00342,14.05627,14.26505,13.59732,14.1605154980005,14.08657
"Q9NX62",14.72999,14.59976,14.88085,14.58632,14.68658,14.24361,14.47584,14.15632,14.62443,14.38712,14.67827,14.24563
"Q9NXR7",15.85367,15.6181,14.98396,15.22404,15.48671,16.05954,15.98491,16.07555,16.09149,16.17826,15.53553,16.12567
"Q9NZZ3",16.41836,16.41284,16.67405,15.95026,16.39961,16.34325,16.09911,15.52336,16.18377,15.71265,16.39013,15.50867
"Q9P000",15.23954,15.68654,15.43342,14.67446,15.69054,15.64762,15.44049,15.89726,15.7649,15.18425,15.62016,15.79568
"Q9P035",16.46933,16.03393,15.5420569577681,15.93406,15.69814,16.48474,16.7453,16.90426,16.3193,16.66697,16.3295,16.36593
"Q9P0J0",15.52686,15.45828,15.61572,15.2869868854681,15.63813,15.39096,15.64304,15.76219,15.71775,15.44383,15.27001,15.81884
"Q9UEW8",14.37419,14.63532,14.17648,14.52644,14.24106,14.62636,14.58125,14.67069,14.15052,15.02779,14.61383,14.87138
"Q9UHY1",15.48324,15.21734,15.24012,15.37946,15.43262,15.26847,15.471,15.31554,15.58978,15.18718,15.53033,15.65179
"Q9UJX3",12.51185,12.94777,13.12816,13.1436420579731,12.89392,13.38103,13.37704,13.52455,13.68333,13.87843,13.57622,13.58986
"Q9UK76",17.18273,16.55779,17.68416,16.62299,16.64218,16.36372,16.3941,16.25881,16.92321,16.71374,16.75329,16.86597
"Q9UKK9",16.65898,16.58204,16.58868,15.97963,16.92724,16.44301,16.30624,16.34292,16.54296,15.76222,16.57924,16.21531
"Q9UKY7",15.93916,16.18536,16.38218,16.09464,15.89036,15.7644,15.40011,15.67739,15.64179,15.08549,15.94496,15.6893
"Q9ULA0",14.4148,14.52848,14.07572,14.38588,14.75748,14.67514,14.72514,14.88608,14.72243,15.07648,14.5818,14.70266
"Q9Y217",13.74752,13.45245,13.23957,13.80277,13.0049,13.6092124657756,13.79626,13.89971,13.97784,14.31181,13.91037,13.94645
"Q9Y312",16.93197,16.83052,16.8640969870665,16.97817,16.67287,17.04394,17.07899,16.99588,17.03362,17.16263,17.42639,17.3565
"Q9Y320",15.12972,14.74211,14.41704,15.40054,14.53145,14.96872,15.26536,15.13848,15.09407,15.33568,15.12748,15.27964
"Q9Y333",15.76489,15.90173,16.12143,14.70332,16.02587,15.43326,15.60051,15.48046,15.95328,15.23145,15.76373,15.74738
"Q9Y3D9",15.36226,15.42844,15.74142,14.89026,15.24041,15.09147,14.83975,15.17393,15.16918,14.94655,15.01313,15.25371
"Q9Y3U8",15.9097,16.28557,16.84046,17.0397,16.72008,16.50516,17.16122,17.1871,17.08782,17.4082,17.10708,17.19702
"A0A3B3IUA2",16.52824,16.61034,17.07515,15.04266,16.66799,16.37988,16.18887,15.81316,16.37233,15.87945,16.45832,16.08744
"A0A804CD06",15.68149,16.06487,15.31838,15.7239,15.67382,16.16485,16.23074,16.14813,16.00469,16.15899,16.2709,16.16979
"H3BN98",16.65001,16.22313,16.19941,16.5904876634264,16.16876,16.63597,16.79962,16.71335,16.8248,17.40868,16.46441,16.79788
"K7ELP0",16.25809,16.94127,17.06785,16.64583,17.02978,17.18959,17.73618,17.53788,16.52524,16.49008,17.34969,17.73662
"A0A286YFL8",18.6701,18.68593,19.02728,18.3876,18.78706,18.60793,18.58019,18.23325,18.52591,17.71196,18.71202,18.50284
"Q9UI10",13.53711,13.47145,13.53448,14.20173,13.37021,13.619,13.76446,13.99698,13.51786,14.13289,13.9542,13.88022
"A6NDG6",15.17805,14.97303,15.38175,15.09844,15.07455,14.89135,14.80372,15.16554,15.12399,14.64912,15.0208,14.96897
"O00499",17.46262,17.40392,17.538,17.28942,17.57618,17.31518,17.28381,17.13423,17.28163,16.81434,17.51035,16.91909
"O00754",14.33837,15.18428,14.86014,14.29142,15.07936,15.18466,15.21145,15.19233,14.75136,14.64974,14.58186,14.79117
"O14828",16.03696,15.89547,15.72742,16.68127,15.87171,16.2001,16.57335,16.48131,16.29255,16.40773,16.54317,16.04821
"O15126",15.36844,15.07682,14.55296,15.83907,15.0923,15.24868,15.46567,15.40539,15.55031,15.32385,15.61222,15.17883
"O15305",15.50083,15.83294,15.78746,16.00655,15.711,15.55939,15.44495,15.68121,15.53215,15.35699,15.87821,15.47526
"O43324",15.5543,15.97797,15.71089,15.7853,15.45339,15.45758,15.73592,15.73494,15.72926,15.12943,16.25147,15.7275
"O43823",14.76202,14.60831,15.18968,14.4143313850547,14.18246,13.96841,13.77677,13.5374,13.6465,13.4502822676879,14.07939,13.33322
"O60443",14.71897,14.70171,13.97011,14.98296,14.82203,14.92854,15.13315,15.49323,15.02213,14.95669,14.78167,15.1801
"O60869",15.76382,15.15262,16.40184,15.73711,15.62966,15.08929,15.28792,15.07679,15.52099,15.01077,15.85179,15.22041
"O75223",15.30764,15.73222,15.63419,14.39991,15.61023,15.447,15.20618,15.07621,14.90657,15.08465,15.44099,15.3515
"O75340",16.49201,16.46359,16.03476,16.06476,16.82996,16.59765,16.68799,16.82184,16.91854,16.65494,16.48615,16.873
"O75348",17.16112,17.02049,17.26063,16.96323,17.51446,17.04754,17.17124,17.4565,17.33765,16.64559,17.17299,17.33554
"O75368",17.5456,18.08925,17.98586,17.37923,18.28486,18.00722,17.81567,17.79714,17.97677,17.45532,17.86721,17.75084
"O75431",14.78642,14.93523,14.72894,14.82807,14.8528,14.95063,14.66265,14.84924,14.9349,14.88558,14.64665,14.93454
"O75494",15.88011,15.98945,16.25153,15.05168,15.56973,15.61868,15.12542,15.16002,15.39854,15.22128,15.22918,15.20496
"O75569",15.22278,15.09207,15.52793,15.0032649098336,15.27967,14.93198,14.97299,14.81982,15.16416,14.66101,15.16423,14.86687
"O75608",15.70762,15.31779,16.03894,15.5931,15.09316,15.00967,15.06292,14.95987,15.24907,15.05905,15.16369,14.68052
"O94903",15.95053,16.03336,16.28523,15.50697,16.0711,16.10155,15.79092,15.88983,15.70544,15.88091,15.53517,15.77631
"O95163",19.84198,19.4255,19.44623,19.9981313865867,19.10425,20.05425,20.15962,19.73181,20.04059,20.60082,20.32445,19.99076
"O95352",15.16203,15.36925,14.5042737145446,15.26918,15.22325,15.79635,15.28213,15.77514,15.68635,15.81077,15.10836,15.58438
"O95453",13.66307,13.73513,13.72899,13.6139873615713,13.34393,13.70634,13.13783,13.26506,13.50643,13.7564,13.39156,13.61433
"O95716",14.17274,13.9873774450528,12.93458,14.84296,14.10325,14.34729,14.47905,15.2796777432877,14.60326,14.45295,15.34327,15.40405
"O95999",14.9799,14.62757,15.35109,14.77779,14.65091,14.12117,14.29934,13.92529,14.95062,14.20513,14.58419,14.3371
"O96008",15.22466,15.38029,15.60439,15.29941,15.0314,14.96095,15.11723,15.30506,14.97195,14.59739,15.17601,15.05597
"P01023",19.69347,19.06221,18.58817,20.33777,20.29931,19.65536,20.17471,20.06778,20.37155,20.38105,20.32716,19.88738
"P01033",17.85982,16.80056,18.14669,17.88085,17.29253,16.58544,16.81859,17.11195,17.49906,16.30015,17.58827,17.23839
"P01130",15.54959,15.28419,15.66684,15.60473,15.4147,15.48802,15.38673,15.67492,15.19488,15.05381,15.35731,15.2169
"P02774",17.6619,16.09004,17.55362,18.13439,17.8375,17.92285,17.42073,17.64422,17.88439,18.16087,17.97398,17.45756
"P05165",14.51199,14.71071,14.26143,14.86115,14.60487,14.48128,14.55061,14.49472,14.26071,14.15555,14.51962,14.3905
"P05166",14.09907,13.98065,14.24144,14.0035606215314,14.2554,13.81435,13.77991,13.6995,13.76527,13.19923,14.08364,13.46292
"P07711",17.10395,17.61465,17.3968,17.112,17.32279,17.21802,16.88257,16.84712,16.91183,16.46085,17.37652,16.63415
"P08574",15.12162,15.13638,14.83166,14.05246,15.30058,15.32688,15.25488,15.70884,15.52722,15.66204,14.97609,15.3591
"P10606",18.30696,18.42023,18.43845,18.07057,18.43844,18.27242,18.02135,18.10118,18.16965,17.81134,18.0359,18.06539
"P12694",14.32732,15.36281,15.19401,14.42324,15.17535,15.13495,14.8013,14.73535,14.44549,14.35508,15.06195,14.21811
"P13807",15.12366,14.33283,14.29686,15.23022,14.226,14.94959,15.23922,15.20798,14.93807,15.12796,14.96493,15.32457
"P13987",18.50731,18.2893,18.27293,18.47474,18.54205,19.01281,18.58672,19.12228,18.74079,19.09643,18.70204,18.77295
"P14384",14.60834,15.68118,13.65992,14.68869,14.73659,15.58808,14.19459,14.36713,14.45691,14.95288,14.2251465276888,14.04761
"P18615",15.28687,15.23385,15.82399,15.02704,15.13677,15.11223,14.71628,14.55479,15.00877,14.81008,15.04908,14.75094
"P18887",13.87939,13.81043,14.30205,13.5208,13.51339,13.3639,12.99884,12.67535,13.47192,13.41798,13.42851,12.7923
"P21127",14.83173,14.72854,14.87576,14.65013,14.69685,14.88358,14.84717,14.70536,14.97964,14.77324,14.81643,14.65397
"P23743",13.73143,15.39022,13.7629,14.71936,14.01797,14.47069,14.34666,14.87799,14.09177,14.84372,14.18229,14.58253
"P28062",15.31441,15.6012,15.00923,14.91136,15.5986,15.35848,15.35205,15.30233,15.62441,14.82026,15.335,15.15243
"P28070",18.02132,18.02209,18.03664,17.61635,18.04303,17.86406,18.02243,17.9999,18.10689,17.51546,17.68397,17.83993
"P28072",16.74611,17.03713,16.97658,16.80429,16.79138,16.74232,16.53562,16.63386,16.60185,16.36029,16.55686,16.76877
"P30043",16.26407,16.63635,15.87458,16.34197,16.82695,16.63726,15.79713,16.60232,16.49669,15.9085,15.92632,16.31509
"P35240",18.71878,18.70399,18.58521,18.32407,18.51334,19.03094,18.46292,18.83313,18.50891,19.16127,18.70077,18.54617
"P35754",16.02767,16.70009,16.10222,15.54826,16.5587,16.94964,16.1085,16.86282,16.90469,16.73582,16.83677,17.11919
"P36959",13.79712,13.87061,14.15091,14.11923,13.99351,13.55903,13.54848,14.1595,13.69033,13.4906890355178,13.57369,13.89987
"P40616",15.70584,15.26721,14.85944,15.14532,15.2627,15.3411,15.79974,15.76698,15.69627,15.71535,15.52096,15.71807
"P41226",14.8483,14.61363,13.73606,15.30437,14.98678,14.84335,15.27127,15.09717,15.11139,14.57233,15.08005,14.65663
"P42126",15.72681,16.0097,15.45939,15.81382,15.7421,15.98046,15.63502,15.8197,15.45409,15.47956,15.74386,15.31396
"P42566",15.69939,16.12714,15.91132,15.68019,16.07522,16.14738,15.95149,15.92792,15.91451,16.03757,15.82615,16.00876
"P46736",15.93838,15.78906,15.20822,15.34369,15.80402,16.36515,16.03108,16.11671,15.93875,15.79868,15.72868,15.87116
"P47985",16.55398,16.88346,16.66686,16.14767,16.79188,16.72496,16.57518,16.8827,16.67917,16.8213,16.04269,17.05332
"P48507",15.28965,16.02175,15.24932,15.22561,15.51439,15.95592,15.17481,15.6578,15.06636,15.36316,15.0076,15.19023
"P49959",14.93551,15.15456,15.07869,14.33252,14.82355,14.88609,14.74309,14.41411,14.75741,14.87121,14.53911,14.63445
"P51452",17.3776,16.97841,17.57031,16.81652,17.5055,16.96213,17.33469,17.1642,17.44084,16.71295,17.43732,17.27613
"P51571",17.83693,17.79262,17.46158,17.63189,17.69288,17.78009,18.03884,17.77106,17.89917,17.77596,17.89815,17.80645
"P51608",16.88667,16.49263,17.00004,16.48867,16.91236,16.66847,16.44771,16.74988,16.83298,16.64912,16.42382,16.44488
"P51911",15.01788,14.35847,15.99262,15.24483,15.71342,13.2302,15.76986,15.08603,15.2082,13.29260737696,15.62387,14.79361
"P52815",16.75018,16.5726,17.08916,15.81906,16.77019,16.42758,16.23429,16.38003,16.50721,16.0579,16.22642,16.38108
"P53602",15.40237,15.10105,15.14396,15.07666,15.27143,15.31045,15.51349,15.23821,15.29021,15.33398,15.33055,15.20804
"P53999",16.65015,16.51356,16.93621,16.47601,15.93634,15.88469,15.66079,15.29766,15.61882,15.86897,15.99816,15.13142
"P56537",17.1629,17.56829,17.19854,17.10314,17.49869,17.4324,17.38111,17.35509,17.60912,17.52569,17.18675,17.7545
"P57740",14.58599,13.9868,13.93379,14.8204,13.66848,14.53359,14.62489,14.65664,14.111,14.88132,14.29409,14.48689
"P58546",18.92891,19.28855,19.2356,18.81107,19.16235,19.08189,18.89385,18.93444,19.02254,18.71728,19.01696,19.04864
"P61020",15.97806,15.90656,15.27531,15.94187,16.02293,16.23415,16.51064,16.78631,16.17056,16.499,16.58716,16.35049
"P61088",17.0478,16.78941,17.14134,16.12797,17.13791,16.83902,16.97047,16.84807,17.23061,16.3825,16.92675,17.0487
"P61353",16.30385,16.73465,17.17651,16.8355,16.93991,16.64939,17.43604,17.29964,17.19453,18.61324,17.50863,17.62821
"P61604",18.56308,18.43926,18.87412,18.65635,18.42911,18.16552,17.95805,18.0823,18.0659,18.04283,17.91187,17.9518
"P61758",16.79151,17.03686,17.10971,16.52413,16.83598,16.58889,16.40074,16.46409,16.73416,16.12674,16.77304,16.63678
"P62244",16.56703,16.55365,16.47115,16.19515,16.00726,16.39404,17.07983,16.5598,16.56065,17.57034,16.92459,16.92588
"P62318",17.15455,16.67309,17.20775,16.99582,16.38504,16.15559,16.45207,16.36429,16.32645,16.65019,17.08568,16.49143
"P62330",14.73729,15.02719,14.29172,15.2152316587339,14.78748,15.56844,15.58584,15.70441,14.91163,15.97657,15.19701,15.6816
"P62829",17.04946,18.09297,18.65534,18.35538,17.9387,17.65866,18.39448,18.41351,18.74531,19.49443,18.49479,18.60667
"P62851",17.45224,16.98746,17.99328,18.41717,16.99682,16.63978,17.16551,17.42844,17.74305,18.05183,18.05825,17.50243
"P62857",19.07656,18.98875,19.42044,18.30241,18.76578,18.70721,18.56862,18.27655,18.77144,18.28321,18.50677,18.523
"P63173",16.90224,17.17724,17.9174,16.54027,17.24618,17.17827,17.40433,16.98753,17.55052,17.58178,17.35044,17.27826
"P82650",15.30424,15.45868,15.51996,14.74985,15.4773,15.22291,15.0241,15.12956,15.24547,15.03259,14.806,15.14802
"P82673",14.72725,14.70355,14.68741,14.292514591605,14.57068,14.82542,14.39082,14.43143,14.55425,14.42709,14.04319,14.49316
"P83731",16.2641,17.52214,17.22814,17.15645,17.00689,17.13147,18.20479,17.75488,17.26449,18.37445,18.07827,18.19526
"P98175",14.24899,14.28984,14.79623,14.2146,13.95723,13.96573,13.44367,13.22008,13.87018,13.81161,13.67363,13.15297
"Q00587",14.66601,14.94975,15.4359,14.36684,15.01617,14.5264,14.88813,14.42666,14.09999,13.91503,14.74231,13.78483
"Q01844",15.76971,15.28091,16.13088,16.20695,15.25102,15.25784,15.22378,14.87143,15.25458,15.61772,15.6137,14.67158
"Q05519",17.52826,17.44142,17.90525,17.05275,17.11526,17.09024,16.71311,16.4194,16.9549,16.7196,16.96816,16.72886
"Q06203",14.29394,14.07776,14.13813,13.71118,14.05547,13.79609,13.97121,13.85546,14.09431,14.06235,14.19483,14.24869
"Q07666",15.86824,15.27661,16.08298,15.37572,15.20486,15.16925,15.17483,14.89079,15.21159,15.25357,15.25571,14.9136
"Q07812",17.18956,16.95566,16.49402,17.29649,16.94799,17.14351,17.25357,17.23651,17.16648,17.18762,17.14515,17.03363
"Q08380",15.12924,15.1080255037419,15.2096,14.68273,15.64587,15.2522243320385,16.04372,14.71806,15.37614,14.6446765348328,15.80149,14.29436
"Q08AF3",14.91075,14.81927,14.736,15.7146,15.0100906116837,15.27961,15.24903,15.59205,14.98875,15.04617,15.35724,15.30746
"Q12800",14.46738,14.55065,14.34003,14.08918,14.58012,14.48032,14.53574,14.4203,14.52488,14.55552,14.25165,14.49262
"Q12972",17.0886,17.29474,17.13617,16.9424335227826,16.88488,16.98169,16.63485,16.99443,16.92625,16.649,16.72623,16.06878
"Q13049",14.19245,14.17911,13.90638,14.05501,14.33696,13.96456,14.2321,14.37434,14.31003,14.04969,14.1516,14.22719
"Q13510",15.61725,16.30009,16.52639,16.0423,17.16234,16.21327,16.74529,16.55536,16.3928,15.0098,16.72642,15.9784
"Q13523",14.38218,14.28645,14.39762,14.4161992155207,13.79598,14.27018,13.92396,13.95624,13.88002,14.31391,14.04056,13.6078
"Q13546",14.81523,14.96549,14.52964,13.84652,14.98879,14.97502,14.99159,15.1382,14.98511,14.96528,14.89525,15.28549
"Q13630",16.38979,16.45324,16.79702,16.82139,16.67224,16.45071,16.25964,16.3141,16.04423,15.63073,16.88436,15.90751
"Q13636",16.34753,16.13236,15.62982,16.21681,16.645,16.42856,16.89827,16.99347,16.64009,16.39426,16.72031,16.45378
"Q13951",15.2543,15.43117,15.4102,15.0534421596145,15.29389,15.0355,14.55175,14.84788,15.35093,14.74875,15.09232,15.1406
"Q14694",15.49675,15.43971,15.57524,15.37351,15.27601,15.20725,15.08177,14.96364,15.29584,15.14745,15.36112,15.4621
"Q15018",14.38018,14.87223,14.25664,14.82623,14.98756,14.77188,14.83672,14.92697,14.9335,14.80741,14.82415,14.8358
"Q15185",17.84433,17.83714,17.88494,17.46376,17.7725,17.76906,17.61216,17.6374,17.6119,17.563,17.62763,17.64139
"Q15208",14.69693,14.79719,14.07812,14.61457,14.46394,14.84472,15.05932,15.03206,14.63082,14.99886,14.77367,14.98117
"Q15369",17.33176,17.53628,17.20878,17.60471,17.21509,17.2962,17.07801,17.32313,17.01435,16.86397,17.52974,17.20574
"Q15382",13.99576,13.87843,14.03953,14.68598,14.26545,14.02015,14.57152,14.66958,14.40443,14.41586,15.05914,14.77056
"Q16537",13.87279,13.9776,13.3212,14.54713,13.8118,14.04539,14.24576,14.54867,14.09626,13.99444,14.1436,14.18086
"Q16706",13.4996,14.31184,13.52103,14.82219,13.73739,14.21152,14.58277,14.82327,14.2012,14.58159,14.5006,14.29097
"Q16762",16.53674,16.06535,16.66458,16.58282,16.55592,16.14707,16.34213,16.64643,16.32766,16.18913,16.47045,16.50575
"Q3MHD2",15.86861,15.94767,16.1724,15.68267,15.85194,15.50617,15.73735,15.55734,15.73099,15.49952,16.02719,15.53889
"Q53GS9",14.38292,14.07302,14.00476,14.48191,13.28455,14.13756,14.16325,13.96021,13.8992,14.23702,14.07726,13.54952
"Q5HYK7",13.77737,14.21713,14.06945,13.8730676595831,14.26726,14.36994,14.1568,14.19544,14.0228,14.0176,14.0341,13.66237
"Q5NDL2",14.17543,13.79144,13.57216,14.50342,13.97479,14.17554,13.47428,14.19533,14.32266,14.05801,13.29096,14.3071
"Q5QJE6",13.78553,13.58061,14.37447,13.6929414598119,13.10421,12.81889,12.56237,12.34892,12.64711,12.78875,13.42954,12.81098
"Q5T0F9",14.50874,14.35265,14.24136,14.44493,14.74675,14.43779,14.56615,14.33971,14.70671,14.37525,14.43154,14.65164
"Q5VW32",15.33905,15.38203,14.43622,15.76626,15.70202,15.74763,15.96297,16.19668,15.94694,16.1531,15.85632,15.97987
"Q6NUM9",13.83055,13.58922,12.9990211710138,14.35237,13.53473,14.24253,13.95861,14.5817,13.95434,14.47901,13.73578,14.32634
"Q6NUQ4",14.94577,14.58746,14.37832,15.27789,13.90318,14.34874,14.95461,14.86738,14.96184,14.81062,15.03668,14.83209
"Q6P1M0",14.52182,14.34318,13.6862898638208,15.22786,14.7352612026165,15.00087,15.28149,15.52733,15.16079,15.15845,14.7743,15.19106
"Q6P9B6",14.391,15.11964,14.31047,13.94384,15.0166,15.45039,15.63537,15.41734,15.29915,15.71653,15.15716,15.43368
"Q6RFH5",14.19097,14.08335,14.66193,13.81375,13.95971,13.88584,14.07819,13.68926,14.00139,13.4803,13.89133,13.55769
"Q6UN15",15.25398,15.43275,15.62482,15.05604,14.96248,15.00554,14.39271,14.28542,14.5917,14.38061,14.91298,14.40312
"Q6UXV4",14.55056,14.31829,14.17185,14.58022,14.31614,14.3974,14.7252,14.78002,14.53606,14.84936,14.90737,14.44763
"Q6ZVM7",14.43355,14.40778,14.52989,14.4826999093211,14.57383,14.36505,14.42453,14.44051,14.70472,15.21435,14.5946,14.98352
"Q7Z4W1",13.95927,14.06404,14.15049,14.2669904739642,13.98969,14.11776,14.24847,14.21344,13.82149,14.26696,14.25511,13.70853
"Q7Z5K2",17.46685,17.02921,16.96065,16.6739807553903,18.09321,17.61906,17.13439,16.97272,17.09339,17.3433,16.9061324414732,17.90814
"Q86WR0",14.43875,14.68772,14.96557,14.06578,14.60815,14.55983,14.07463,14.40849,14.38895,14.22335,14.11199,14.62337
"Q86X76",15.43831,15.66329,15.28263,15.07872,15.89092,15.49339,15.36634,15.53592,15.07614,15.86774,15.51442,15.33205
"Q8IYB3",15.29414,15.31789,15.77043,14.7902536010787,15.10574,15.04307,14.77792,14.61937,15.07797,15.09228,14.64199,14.65238
"Q8IZL8",14.19505,13.96129,13.55312,14.60812,13.4501,14.27313,14.41363,14.55847,14.32138,14.94839,13.76402,14.606
"Q8N129",16.15562,15.48387,16.41096,15.54892,16.04141,15.41932,15.60389,15.27493,15.6477,15.08687,15.72766,15.11133
"Q8N573",14.37354,14.22131,14.29082,14.3311105472814,14.778,14.13013,14.39547,14.23114,14.03431,13.3586543654507,14.50391,13.59909
"Q8N5M4",14.0685,13.60537,14.35931,13.7790420127143,14.06238,13.48119,13.62612,13.75239,13.87624,13.24577,13.66515,13.77287
"Q8N684",16.74348,17.40156,17.33291,16.81484,17.00201,16.91993,16.73695,16.51429,16.84752,16.93742,16.86328,16.4384
"Q8NCA5",15.36543,15.00025,15.3443,15.12698,15.11085,15.08872,15.51852,15.42229,15.6851,16.28462,15.58216,15.61327
"Q8NFW8",14.34496,14.12575,14.3844967932668,14.58812,14.2951834926843,13.83388,14.1579,14.60853,14.27227,13.9978,14.58121,14.16066
"Q8NI27",14.85588,14.64304,14.2881,15.86589,14.65302,14.61237,14.59984,14.48246,14.64008,15.26453,14.73946,14.35742
"Q8TDX7",15.28638,15.30425,15.73637,15.40586,15.38417,14.92777,15.8896,15.52611,15.79692,15.41311,16.21886,15.75903
"Q8TF05",15.7057332389791,15.28731,15.40948,16.01901,15.62281,15.98591,16.06081,16.12769,16.10838,16.63382,16.05241,16.57155
"Q8WTS6",15.72624,16.36238,16.13075,16.41522,15.87508,15.92919,15.63187,15.45457,15.48908,15.57254,16.30326,15.56929
"Q8WTT2",15.24676,15.24094,14.829,15.2443069621703,14.80186,15.27302,15.21477,15.38397,15.17622,15.36207,14.92569,15.34247
"Q92541",14.16883,13.59414,14.232,13.96487,13.72568,13.61892,13.36024,13.14987,13.51851,13.73904,13.77144,12.85033
"Q92552",14.03537,14.43426,13.80026,14.46336,14.33758,14.76357,14.5846,14.81118,14.72343,14.9438,14.29538,14.69614
"Q92629",14.25504,14.78679,13.7259519109635,15.24069,14.37444,15.13755,14.34047,15.34358,14.63038,15.21008,14.33375,15.28973
"Q92665",15.70649,15.25484,15.99334,15.26411,15.61547,15.3208,15.02786,15.31743,15.44915,15.17545,15.36007,15.10759
"Q92791",15.38584,15.39102,15.34088,15.76329,15.247,14.97627,15.56725,14.53125,15.16284,14.56468,15.76538,14.57526
"Q92979",13.07983,13.45545,13.81374,14.52066,13.16602,13.03785,13.21633,13.12888,13.05641,14.27409,14.04118,13.4026
"Q96C86",15.59635,15.81524,16.06167,15.44693,15.56223,15.54368,15.3868,15.29883,15.44635,15.51566,15.44769,15.16094
"Q96D46",13.91108,12.98653,13.53169,14.23489,13.34691,13.32385,14.02418,13.78298,13.88729,13.95759,13.81457,13.84688
"Q96J02",14.82274,15.07947,14.6660418659839,15.14541,15.04847,15.12592,15.2811,15.54935,15.35775,15.55903,15.2663,15.61214
"Q96LD4",14.85401,14.72719,14.51361,14.86745,14.57878,14.82947,14.42007,14.60588,14.52816,14.58281,14.40363,14.46117
"Q96M27",16.78687,16.67764,16.95032,16.26758,16.71531,16.46716,16.58647,16.36368,16.58013,16.09051,16.54099,16.40344
"Q96Q11",14.70619,14.76945,14.77547,14.07377,14.63568,14.83179,14.35259,14.23718,14.36653,14.23501,14.50065,14.52211
"Q96QR8",15.47061,15.55313,15.55453,14.93501,15.66778,15.41897,15.33482,15.16663,15.39646,15.25183,15.20294,15.10774
"Q96SB3",14.20963,14.20124,14.47205,13.85085,14.45573,14.20433,14.06748,13.89624,14.07243,13.90534,14.13298,13.9779
"Q96T23",17.32182,17.35593,17.94466,17.026389964416,17.01608,17.05649,17.42796,16.68219,17.01797,17.21998,17.2527,16.64629
"Q99436",16.92204,17.25582,17.23063,17.21585,17.27596,17.11572,16.94137,17.16049,17.23621,17.35585,17.05179,17.48007
"Q99598",17.53508,18.173,17.43581,16.06932,17.91458,17.9974,17.49454,17.9136,17.79733,17.72272,17.12565,18.05219
"Q99797",15.8422,15.6233,14.96686,16.31262,15.54863,16.21228,15.9575,15.95029,15.98006,15.61202,15.80548,15.92491
"Q9BPW8",15.219,15.22234,15.10029,15.3050012434143,15.22211,14.80316,14.76827,14.97181,14.89889,14.75425,15.22848,14.52361
"Q9BQ39",15.83012,16.06425,15.88528,15.10483,15.15506,15.58416,15.71257,15.79439,15.52508,16.0054,15.29194,16.42627
"Q9BQ67",15.03731,15.30394,15.62571,15.25552,15.06843,15.03718,14.80227,14.67787,14.63757,14.6331,14.99684,14.48908
"Q9BRA2",16.87271,17.10747,17.35976,16.86851,17.32656,17.06969,16.47904,16.98624,17.01126,16.75261,16.88565,17.37437
"Q9BRX2",14.43439,14.22256,14.31263,14.18746,14.51028,14.14502,14.35751,14.34093,14.54445,14.48228,14.51253,14.44008
"Q9BSH4",15.17266,15.08936,15.2917,14.71598,15.05061,15.03467,14.61917,14.83144,14.84766,14.95771,14.68958,14.71463
"Q9BWJ5",15.99414,16.31775,16.62586,15.28814,16.04219,15.96964,15.72506,15.43251,15.99185,15.6632,16.05377,15.74626
"Q9BY89",18.99621,18.96267,18.97832,18.82522,19.3697,18.93538,19.07987,19.36564,19.0332,18.66251,18.88884,19.35118
"Q9BZE1",14.87464,14.84512,14.82852,15.01544,14.69161,14.7858,14.72352,15.14854,14.68452,14.60201,14.93312,14.96278
"Q9BZV1",15.76162,15.83767,15.8252,14.92336,15.95129,15.91354,15.7219,15.90233,15.81724,15.79052,15.49972,15.83118
"Q9C0E8",16.90105,16.5741,16.36517,17.29752,16.6617,16.99452,17.22917,17.28996,16.89598,17.15755,17.19486,17.10601
