"","CD31p_1","CD31p_2","CD31p_3","CD31p_4","Huv_c_1","Huv_c_2","Huv_c_3","Huv_c_4","Huv_ins_1","Huv_ins_2","Huv_ins_3","Huv_ins_4"
"P25940",16.5434321903561,16.47548,15.95324,16.71864,17.19421,17.26107,16.85257,16.97869,17.30061,17.17004,17.14501,17.08899
"P26440",15.28504,15.44606,15.03409,15.42623,15.01542,15.38243,15.11362,15.30008,15.38207,15.47588,15.04878,15.06307
"P27144",14.14239,14.35236,13.78422,14.11294,13.28716,13.91196,13.38691,13.6189,14.01208,14.07818,13.81863,13.54799
"P28288",14.04102,14.12908,14.00607,13.8569,13.90792,14.29537,14.13868,13.92733,14.10223,14.10984,14.53044,14.57898
"P29323",14.62091,14.4971342757467,14.63547,14.63508,14.96813,14.75453,14.64551,14.55709,14.82729,14.37697,14.28332,14.89086
"P30419",15.89313,15.63822,16.06172,15.73823,16.22086,16.32766,16.27253,16.12488,16.00038,16.02329,16.26149,16.09912
"P31483",13.38724,13.8602,13.5562950221969,14.02108,13.91988,14.28441,13.79828,14.05369,14.09129,13.60896,14.07648,13.7417916312927
"P33240",16.70531,17.08389,16.67222,17.07154,16.2681,16.4609,16.41969,16.65172,16.6514,16.74184,16.31007,16.44279
"P33316",16.29566,16.53981,16.1869,16.44311,16.71106,17.06719,16.7847,17.19818,16.17626,16.86373,15.88414,16.39058
"P35270",15.29536,14.51716,15.33185,15.26002,15.27284,15.33461,15.23114,15.22668,15.3405,15.12338,15.28447,15.36654
"P35813",14.35049,14.49878,14.17993,14.4921,14.13084,14.18093,14.24058,14.35095,13.84625,13.66562,13.89666,13.9404
"P36542",17.25978,17.47215,16.71545,17.24839,17.37336,17.68909,17.3461,17.3386,17.49658,17.83395,17.58345,17.14251
"P37108",17.35273,17.15047,16.98566,17.50706,17.66936,17.67883,17.61361,17.53125,17.90308,17.56778,17.82907,17.33813
"P37173",15.08764,14.16321,14.45947,14.68402,14.52159,14.6464,14.21008,14.58005,15.5935,14.62767,15.1292,15.39731
"P37198",15.67854,15.55812,15.2972,15.83292,15.33576,15.71097,15.42642,15.71584,15.60058,15.63126,15.3036,15.54036
"P39748",14.96885,14.89526,14.85147,14.68195,15.95321,15.95075,15.73142,15.75099,15.6122,15.51418,15.5573,14.94833
"P45973",16.64446,16.53303,16.26719,16.71282,16.42752,16.65477,16.26603,16.62341,16.45133,16.66562,16.33656,16.20911
"P46776",16.12036,16.74573,16.83681,16.57997,16.92148,16.46141,16.94878,16.80371,15.8945,16.69679,16.38989,16.61246
"P49354",18.3462,18.54508,18.41397,18.42656,18.44736,18.39609,18.23316,18.41248,18.35965,18.57644,18.22767,18.41657
"P49720",17.61534,17.25868,17.37138,17.42094,17.79635,17.77122,17.81711,17.74306,17.95876,17.52984,17.83552,17.46896
"P49770",14.6275,14.43346,14.75534,14.56284,15.1742,15.29571,15.10915,15.08108,14.86441,14.79951,14.87656,15.08007
"P49841",14.25607,13.96716,14.18128,14.19534,14.57932,14.38858,14.5484,14.38615,14.21329,14.10919,14.09762,14.2329
"P51688",16.88112,17.14502,16.86381,17.11291,16.43432,16.84039,16.5105,16.6044,16.58558,16.73276,16.44712,16.42831
"P57081",16.10611,16.2544,16.29025,16.2456674847626,16.80278,16.77146,16.72237,16.68514,16.50383,16.61974,16.5099,16.62478
"P59998",18.76992,18.39638,18.82571,18.63147,19.16103,19.04316,19.06367,18.94397,18.59946,18.66415,18.7089,18.5938
"P60510",15.42605,15.21163,15.50792,15.27965,15.81187,15.76098,15.61148,15.60388,15.50881,15.29524,15.42771,15.66836
"P61764",15.51882,15.27562,15.39956,15.44598,15.53017,15.5096,15.53112,15.19896,15.40408,15.40426,15.29504,15.39074
"P61916",16.39932,16.58031,16.0091,16.62266,15.74358,15.92057,15.64318,15.94963,16.25317,16.21575,15.67229,15.92243
"P62266",18.13647,18.11565,18.06044,18.2838,18.5134,18.15551,18.26591,18.16499,17.85462,17.84484,18.15,18.47444
"P62328",20.19047,18.85769,19.62818,20.58167,19.98585,20.13769,19.47984,20.43759,20.37674,18.5764,19.99572,19.29235
"P62942",19.27139,18.9028,18.98411,19.41722,19.23804,18.98357,18.8591,19.31253,19.05371,18.96651,18.70543,18.79856
"P78356",14.43995,14.23817,14.59034,14.41169,14.58429,14.66524,14.31178,14.4884,14.42934,14.06825,14.38866,14.42585
"P83916",15.41109,15.47978,15.10072,15.6829,15.39286,15.26147,15.26071,15.61638,15.33959,15.3174,14.94279,14.95257
"P84090",18.10378,18.06752,17.6219,18.23756,17.77295,18.04026,17.76295,18.20196,18.00182,17.70162,17.76213,17.17617
"Q00796",16.07114,15.50804,15.94443,15.71731,16.25991,16.67458,16.33393,16.36763,16.14832,16.23693,16.12891,16.20306
"Q01081",15.7764,16.05401,15.3157,16.21289,15.91519,16.28798,15.77657,16.26494,16.2484,16.00997,15.87687,15.82695
"Q05048",14.87969,15.06456,14.6467,14.97571,14.73678,15.11878,14.69993,14.91244,14.75988,15.02296,14.71759,14.54667
"Q08170",16.45707,16.37013,15.995,16.58319,16.27431,16.15716,15.86467,16.38765,16.21641,16.08864,16.09736,15.83655
"Q12769",13.96216,14.16985,14.47896,13.5909,13.86016,13.91737,14.19901,13.89054,14.10713,13.90237,14.41927,14.62761
"Q12874",19.41305,19.31084,19.151,19.37867,19.37874,19.5731,19.28518,19.52501,19.28204,19.25076,19.07903,19.0571
"Q13107",14.52888,14.58692,14.68392,14.63038,14.66184,14.62315,14.55319,14.56739,14.46633,14.53716,14.36615,14.56217
"Q13131",14.53618,14.43018,14.16281,14.40884,14.2505,14.25292,14.35177,14.1837,14.36097,14.3766,14.35432,14.61635
"Q13363",15.28673,15.38487,15.28053,15.39389,15.10459,15.09097,15.21753,15.14084,15.33171,15.29318,15.19384,15.06583
"Q13526",15.49809,15.91684,15.04095,15.77465,15.41204,15.66103,15.40471,15.69071,15.49186,15.80273,15.20166,15.35901
"Q13595",16.90814,16.83319,16.52423,17.0367,16.58518,16.55874,16.19167,16.71926,16.64389,16.71253,16.46934,16.4886
"Q14165",15.88145,15.96068,16.37912,15.82894,15.94523,15.83484,15.94395,15.84256,15.60282,15.6289,15.82232,15.98247
"Q14558",14.37216,14.20763,14.48251,14.45341,14.86829,14.93772,14.89948,14.71207,14.30507,14.26672,14.58584,14.58042
"Q14696",16.45645,16.63893,16.14082,16.70699,16.57799,16.5709,16.30617,16.62493,16.5487,16.69679,16.20791,16.48286
"Q15370",16.3078,16.18547,15.85898,16.5046,16.38191,16.34958,16.11619,16.48138,16.53242,16.26269,16.31197,16.03537
"Q15428",15.08277,15.53795,15.45987,15.65141,15.38448,15.29925,15.62035,15.23771,15.94412,15.90528,15.83755,15.38366
"Q15819",16.01921,16.40874,15.81339,16.23232,16.18475,15.79071,16.04269,16.31908,15.80798,15.89658,15.71184,15.72924
"Q16186",16.65478,16.78649,16.46089,17.11405,17.02146,16.9897,17.04433,17.06261,17.06737,17.06684,16.90493,16.82164
"Q16270",16.4105,15.47951,15.81297,16.72647,16.53406,16.11546,16.47137,16.6526,16.54793,16.16382,16.19928,15.99505
"Q16539",16.26691,16.5854,16.31058,16.52232,16.32731,16.68793,16.62276,16.44045,16.18664,16.4257,16.48632,16.3318
"Q16774",15.99112,16.03541,15.53399,16.14857,15.71363,15.88642,15.75933,15.95642,15.83235,16.0738,15.82199,15.66438
"Q16850",14.3044,13.40302,14.18923,13.8314014441682,14.40874,14.15951,14.72463,14.4003534172495,14.21572,13.90223,14.26899,14.88066
"Q3ZCQ8",14.9335,14.89616,14.80168,14.82821,15.12449,15.31852,15.15856,15.24168,15.19008,15.29642,14.98944,15.16869
"Q52LJ0",14.68602,14.91822,14.65181,14.87392,15.12296,15.28738,15.0744,14.87299,15.17459,15.28245,15.0396,14.88541
"Q56VL3",14.76434,13.70868,14.65094,14.49609,15.51838,14.84708,15.61441,15.31687,15.00996,14.44785,15.05614,15.07442
"Q5JSZ5",18.99061,18.99962,19.00811,19.17587,17.14598,17.0715,18.0698,17.52574,19.09506,18.61821,19.03623,18.71783
"Q5T9A4",15.2959,15.27477,15.33504,15.28885,15.39123,15.44693,15.70051,15.30066,16.01869,15.76837,15.77689,15.60025
"Q5TDH0",14.89685,14.37576,14.66382,14.84331,14.91341,14.86867,14.83823,15.05274,14.82761,14.65755,14.73627,14.81787
"Q6DKJ4",14.10235,14.21246,14.72094,14.74847,15.03851,15.18456,14.90063,15.12315,15.17173,14.84332,15.13769,15.27861
"Q6NVY1",14.73509,14.89832,14.62871,14.68611,14.51446,15.00179,14.25054,14.57987,14.40815,14.80773,14.32614,14.46669
"Q6NXE6",16.59686,16.30108,16.54063,16.52639,16.37561,16.45879,16.26703,16.46986,16.61828,16.73031,16.63744,16.35978
"Q6UXN9",16.17848,15.95236,16.1253,16.16109,16.36257,16.54163,16.25475,16.37305,16.36312,16.3785,16.22671,16.33723
"Q6ZMZ3",13.33364,13.88026,14.08835,13.53389,12.9307886151932,13.06352,13.0788,12.90799,13.60334,13.6760010186421,13.81747,14.08477
"Q6ZXV5",14.2749,14.23102,14.58393,14.04124,14.10996,14.23044,14.37786,14.03602,14.07786,14.26383,14.48861,14.5323
"Q71RC2",15.38771,15.90786,15.50745,15.81028,15.87093,16.05813,15.7429,15.79149,16.0264,16.37367,15.78242,15.73353
"Q7L523",14.34916,14.34912,14.46522,14.04895,14.31134,14.40798,14.13601,13.94558,14.31891,14.23229,14.43354,14.69
"Q7Z3B4",15.26724,15.36066,15.00937,15.41849,15.25871,15.34403,15.14746,15.34509,15.19283,15.49779,14.965,15.08484
"Q86SF2",14.45859,14.04464,14.97715,13.96926,15.1109,14.696,15.22506,15.12369,14.57749,14.18759,14.68792,14.89404
"Q86TI2",15.27948,15.14846,15.61354,15.12911,15.01604,14.90862,15.44867,15.19703,15.1905,15.22207,15.29934,15.37312
"Q8IV08",17.1731,16.70982,16.74395,16.69543,16.19656,16.29195,16.305,16.35606,17.14554,16.79324,16.77541,16.86712
"Q8IWS0",13.48503,13.76489,13.55753,13.85624,13.84278,14.10399,13.6807,13.87249,13.57486,13.93771,13.27478,13.42022
"Q8IWT6",15.51497,15.4918,15.95877,15.31617,15.90007,15.87329,15.85533,15.59246,15.72261,15.65993,15.74187,15.94406
"Q8IYI6",14.60452,14.52186,14.86859,14.41859,14.38831,14.46512,14.48241,14.41807,14.71133,14.89376,14.96809,14.77699
"Q8N183",15.24896,15.58815,14.41052,15.51065,14.9018,15.3611,14.9883,15.27942,15.31307,15.50428,15.05024,15.26067
"Q8N264",13.53973,13.61263,13.41769,13.71864,14.48475,14.33131,14.38864,14.57748,13.57712,13.99453,13.65057,13.65571
"Q8N6H7",15.04432,15.37103,14.9837,15.25281,15.07995,15.37193,15.26758,15.28428,15.31969,15.29517,15.08184,15.01733
"Q8TAE8",16.79481,17.199,16.5038,17.3224,16.8241,17.19781,16.87352,16.89069,17.32759,17.11944,16.91022,16.91022
"Q8TCJ2",15.66488,15.44402,16.02511,15.65272,15.03039,15.56628,15.54508,15.29053,15.21169,15.58639,15.95546,16.03512
"Q8TED1",16.19489,16.11492,16.48742,16.09376,16.96627,16.2911,16.85434,16.66194,16.57091,16.26014,16.4717,16.55246
"Q8WU90",15.06698,15.03189,14.64959,15.39311,15.33188,15.37494,15.20778,15.33741,15.10219,15.40738,14.93399,15.00734
"Q92522",15.31503,15.80609,15.52765,15.99331,15.89869,16.0247,15.78869,15.79648,15.09775,16.11963,15.44307,15.96633
"Q92544",15.10451,14.78128,15.49427,14.54005,14.56825,14.09058,14.86824,14.09616,15.15708,14.63628,15.4745,15.57691
"Q92696",15.0494,14.84149,15.12586,14.81704,14.58862,14.83034,14.73437,14.59713,14.99012,15.24732,15.24749,15.24106
"Q92930",15.07624,14.89912,15.09802,14.56406,15.35005,15.54782,15.50598,15.2599,15.15314,14.9297,15.2133,15.32888
"Q969G3",15.3272,15.49417,15.09459,15.65733,15.39443,15.51632,15.50677,15.83961,15.20341,15.47891,15.10647,15.10038
"Q969G5",16.55083,17.19512,16.00938,16.92124,16.09246,16.24971,16.0477,16.25935,15.78938,15.47365,15.35432,15.40605
"Q96C36",14.87846,14.47596,14.82889,14.66913,15.36551,15.27334,15.37843,15.2294,15.23464,15.2731,15.3254,15.06995
"Q96EE3",15.38323,15.39515,15.38766,15.35271,15.66163,15.84604,15.49972,15.56683,15.59673,15.69503,15.86429,15.3376
"Q96EY8",14.92387,14.9311,14.24599,14.61878,14.95656,14.66046,14.82504,14.93599,14.88613,14.94812,14.33594,14.58655
"Q96FQ6",16.91161,16.52657,16.57409,16.97801,16.99338,16.92711,16.88374,17.08719,16.89873,16.41091,16.65376,16.32787
"Q96FV2",15.0775,14.41399,15.53561,15.07477,14.51564,14.43749,14.15129,14.00258,14.36204,14.14379,14.54808,15.31847
"Q96HY6",14.90764,14.7836,15.08809,14.90018,15.54564,15.2841,15.33129,15.28116,15.18946,14.47245,15.18384,15.07785
"Q99426",15.83112,15.93129,15.63262,16.17185,15.63631,15.71166,15.66065,15.96896,15.56186,15.68173,15.49073,15.49055
"Q99567",14.29547,14.33982,14.80885,14.4176,14.53075,14.56021,14.74278,14.44524,15.07386,14.57834,15.12996,14.97448
"Q99653",15.55409,15.42693,14.92924,15.82001,15.4871,15.58007,15.47147,15.81896,15.51114,15.25615,15.08286,14.93893
"Q99704",16.97239,17.08172,16.92742,17.17701,16.38641,16.25138,16.57827,16.51516,16.29754,16.80229,16.56502,16.29552
"Q99816",14.49705,14.34654,14.26626,14.50596,14.63063,14.71726,14.77235,14.76969,14.74156,14.5506,14.6085,14.76236
"Q9BUP3",14.45584,14.50903,14.24073,14.57301,14.21061,14.3546180244111,14.19666,14.36561,14.48347,14.44221,14.58666,14.74095
"Q9BVJ6",14.11015,14.37108,14.2997,14.66057,15.14102,14.99296,14.61325,14.76432,14.67777,15.10758,14.36422,14.37357
"Q9BYB0",14.77386,14.5758,14.37694,14.90174,13.7931049441351,14.39995,13.68942,13.8214,14.92947,14.65077,14.75071,14.40974
"Q9BZH6",13.40401,13.34996,13.93458,12.86873,13.63534,13.65396,13.84854,13.38074,13.75594,13.66204,14.08341,14.26907
"Q9H089",14.48898,14.25512,14.49327,14.64511,14.65268,14.74197,14.61331,14.64586,14.56959,14.73696,14.30392,14.41765
"Q9H1B7",15.88501,16.27391,16.16229,16.46376,15.56715,15.6340617130677,15.28485,15.48904,16.02716,15.94945,15.967,15.64806
"Q9H2U1",18.50469,17.67204,18.18619,18.66491,18.42614,18.6506,18.78798,18.41627,18.33181,18.65862,18.4768,19.02161
"Q9H3H3",15.65012,15.7745,15.0016,15.53217,15.13534,15.34127,15.19236,15.33336,15.44907,15.4121,15.04974,15.23927
"Q9H4L5",16.95978,16.6108175947644,16.78508,16.97662,17.29093,16.90268,16.90262,17.04328,16.21515,15.9592,16.31829,16.55796
"Q9H8Y8",16.24467,16.5367,16.43357,16.84663,16.06929,16.04416,16.25531,16.31131,16.56711,16.35697,16.44274,16.40233
"Q9HB40",14.82416,15.15075,14.82718,14.84234,14.82242,14.50532,14.82566,15.01387,14.73985,14.62699,14.83054,14.86045
"Q9NQ48",13.81577,14.04335,13.6518103243275,14.34588,14.12914,13.67697,13.7887,14.06754,14.16169,13.52905,13.45264,13.95437
"Q9NQ88",15.39821,15.85878,15.67402,15.57676,16.30406,16.39935,16.2709,16.35088,16.16602,16.01478,16.00736,15.9057
"Q9NRX4",17.44533,17.33181,16.85703,17.51562,17.00942,16.8721,16.77714,17.30533,17.31123,17.07034,16.86589,16.8322
"Q9NUQ8",14.67537,14.76831,14.63931,14.55159,14.0642,14.33026,14.34113,14.18146,14.52302,14.73708,14.53318,14.43057
"Q9NV70",15.13795,15.23009,15.33868,15.04291,14.83724,15.0945,15.10937,14.86638,15.22763,15.01137,15.24026,15.27832
"Q9NWZ3",14.09139,14.13571,13.9130925852701,14.26359,14.02372,13.78888,13.70456,14.10934,13.92925,14.00308,13.80292,13.98825
"Q9NY27",14.39163,14.21403,13.92004,14.24722,14.33044,14.33736,14.26021,14.44835,13.90993,14.2067,13.75863,13.80099
"Q9NYK5",15.92055,15.83643,15.87201,15.91798,16.0134,16.2002,15.9835,16.19023,16.14884,16.11962,15.95052,15.8934
"Q9NZ32",14.61604,14.68813,15.04625,14.83343,15.09129,15.02776,15.25687,14.90054,15.00173,14.91966,15.22848,15.28492
"Q9NZT2",14.74874,14.74178,14.70155,14.7696,15.00915,15.2603,14.79798,15.07476,14.68089,14.76083,14.56538,14.57644
"Q9P253",13.96537,14.07723,14.2390338272579,13.83979,13.63137,13.87293,13.86385,13.70551,14.30684,13.96818,14.44413,14.51613
"Q9P287",14.0792,13.5690832460647,14.29831,14.01403,15.08055,14.81189,14.77741,14.964,14.49563,13.66845,14.63339,14.29358
"Q9P2N5",19.29689,18.03478,18.10935,18.71105,17.38477,17.9599,17.42696,17.7119651875404,19.2296,17.84488,18.65729,18.06997
"Q9P2T1",16.38287,16.40697,16.14477,16.37595,15.99111,16.10682,16.04236,16.21744,16.19324,16.31972,15.92064,16.10055
"Q9UBS8",13.85673,14.1283617887509,14.06253,14.12321,14.05712,14.23828,14.31191,13.94393,14.12901,14.30842,14.03267,14.65083
"Q9UFN0",15.74417,15.74472,15.50724,15.7602,15.33385,15.49729,15.47919,15.44477,15.57131,15.67621,15.52735,15.49722
"Q9UH62",14.55933,14.49003,14.65333,14.75409,14.5404,14.41502,14.69099,14.59862,14.56229,14.66749,14.65434,14.57962
"Q9UHV9",16.39733,16.64213,16.30528,16.87763,16.15674,16.28358,16.18759,16.6364,16.41826,16.3629,16.11334,16.23058
"Q9UK41",14.56845,14.48152,14.2554857133113,14.61076,14.49106,14.53974,14.32056,14.64051,14.47519,14.14165,14.26731,14.12967
"Q9UKD2",17.19402,16.94198,16.88857,16.98829,18.36149,18.11596,18.03554,18.13485,17.45741,17.05645,17.45913,17.49715
"Q9UKX7",15.60129,15.6923,15.38466,15.73421,15.7468,15.81147,15.58198,15.8868,15.46041,15.6781,15.3708,15.27573
"Q9UL15",13.8521,13.74877,13.7087,13.64634,14.05191,14.04587,13.86062,14.11382,13.5215,13.43412,13.47312,13.78863
"Q9UNW9",16.42229,16.49723,16.44979,16.92838,16.02703,15.91358,16.19104,16.10517,16.43511,16.36894,16.35381,16.30665
"Q9UPT8",14.29491,14.44406,14.2948,14.59082,14.20215,14.25646,14.15548,14.37694,14.17483,14.27754,13.99625,13.82345
"Q9Y2R9",15.11724,15.97567,15.70783,15.40541,15.6428,16.15017,15.98899,15.2469,16.16312,16.15562,15.7751,15.67324
"Q9Y2S7",15.43708,15.56477,15.12634,15.44385,15.34296,15.45291,15.36059,15.50468,15.2542,15.61436,15.20443,15.17217
"Q9Y3B7",14.35471,14.43119,14.31093,14.37158,14.82987,15.18666,14.94598,14.84925,15.23074,14.96626,14.99906,14.63966
"Q9Y3T9",14.26641,14.11256,14.51475,14.07174,14.68203,14.63184,14.66575,14.36582,14.08033,14.16635,14.34491,14.5054
"Q9Y450",14.27233,13.89685,14.3807,14.2331,14.65959,14.64656,14.59031,14.60156,14.35944,14.24657,14.35853,14.43006
"Q9Y4P1",18.0663,17.65247,18.02971,18.05739,17.70923,17.8803,17.90708,17.76785,18.34729,17.81827,18.32246,18.08659
"Q9Y512",15.80417,15.72162,15.78882,15.52684,15.61715,15.84019,15.6758,15.48391,15.70477,15.85014,15.77446,15.96746
"Q9Y5P6",15.84558,15.62827,15.84752,15.62551,15.80777,15.8667,15.99532,15.95204,15.97911,16.01367,15.92461,16.10346
"Q9Y6C9",15.97387,15.84824,16.21409,15.70905,15.87936,15.99968,15.98035,15.73508,15.92481,15.70679,16.19907,16.21664
"Q9Y6W5",16.38651,16.69752,16.52601,17.05936,16.41218,16.44038,16.76893,16.78874,16.76439,16.60917,16.67782,16.55581
"A0A0U1RQK7",14.88294,14.65813,14.88,15.30641,14.95524,14.89196,15.21539,15.17929,15.96331,15.49891,16.16613,15.94072
"A0A1B0GVF3",15.85745,15.84682,15.55352,15.69579,15.20002,15.51468,15.35481,15.31529,15.70667,15.87107,15.51359,15.52869
"A0A5F9ZI21",14.76264,14.61587,15.03548,14.71002,14.52516,14.59326,14.97229,14.61517,14.63973,14.47377,14.57117,14.63656
"A0A7I2V588",19.02213,19.04749,18.93204,19.35343,18.97588,18.91401,18.9334,19.32536,18.98249,18.93042,18.80808,18.77359
"H0Y5B0",14.60439,15.12854,14.68507,15.04462,14.63575,14.82139,14.46856,15.00726,14.00988,14.51064,13.87967,14.49334
"A0A140T9M0",15.97078,16.12522,16.0596,16.10772,15.35479,15.38048,15.42565,15.59534,15.8096,15.55586,15.73717,15.89742
"A1X283",14.63725,14.39545,14.67694,14.64858,13.83994,14.45612,14.40228,14.10812,14.31143,14.71394,14.35196,14.77052
"O00139",14.18149,14.24808,14.1891,14.26255,14.61198,14.67099,14.39359,14.34787,14.3314,14.45239,14.12854,14.27009
"O00442",14.58668,14.61549,14.70767,14.66728,14.97916,15.04242,14.93702,15.01016,14.86955,14.8648,14.79454,14.99971
"O00566",17.0186,16.62446,16.58105,17.04774,16.86658,16.95076,16.87611,17.00128,16.79545,16.65878,16.60879,16.53266
"O00625",16.25234,16.35663,15.90734,16.53288,16.05791,16.90371,16.13986,16.48647,16.3223,17.01346,16.0642,16.34854
"O00743",15.19322,15.06737,15.25856,15.02993,15.49957,15.59963,15.48443,15.40714,15.27587,15.24771,15.43412,15.47945
"O15145",17.05467,16.97752,16.87239,17.0112,17.02821,17.17485,16.90885,17.01309,17.12446,16.75576,17.05117,16.96732
"O15269",16.23182,16.1404,16.64248,16.03617,16.36227,16.51375,16.50018,16.30887,16.29121,16.1161,16.23401,16.46195
"O60462",15.56583,14.71866,14.95342,15.26531,14.81426,15.03293,14.58428,14.69319,15.61775,14.74265,15.20255,15.3491
"O60524",14.6223,14.57005,14.76646,14.45688,15.17639,15.13845,14.88206,14.64916,14.56518,14.74099,14.6781,14.74816
"O75051",14.0798,13.75592,14.45794,13.77298,14.73463,14.3572,14.86992,14.56474,14.28892,14.25102,14.3159,14.52824
"O75312",15.34039,15.58244,15.22197,15.70681,15.41537,15.51551,15.37095,15.73827,15.37998,15.5646,15.11263,15.23836
"O75439",15.50633,15.59256,15.4458,15.58227,15.21874,15.36926,15.30682,15.40115,15.3343,15.54994,15.37539,15.44204
"O95081",14.10545,14.61879,13.9390042030211,14.2369,13.87619,14.15933,13.87193,13.92092,14.39316,14.19758,14.21102,13.80662
"O95140",14.15018,13.75389,14.22829,13.7529921563045,13.50817,13.86111,13.7922,13.24462,14.00357,14.3051,14.21561,14.38962
"P00813",14.90592,14.66424,14.59761,15.14369,14.31241,14.26127,14.31484,14.44549,14.53249,14.30818,14.20862,14.43774
"P02792",17.29394,17.2705,16.42131,17.03937,15.07829,15.2675,15.31671,15.07245,16.71078,16.7219,16.12583,16.16271
"P04424",15.15535,15.19531,15.56655,15.12905,14.79843,15.31324,15.02892,14.83888,15.0009,15.20793,15.21486,15.25253
"P07108",17.42949,17.24412,16.86466,17.73531,17.43631,17.67606,17.45276,17.81982,17.44351,17.14109,17.13707,17.31393
"P07738",15.73625,15.30167,15.34581,15.61351,15.4822,15.24471,15.48553,15.5547,14.86025,14.79649,14.95036,14.93714
"P09497",17.35902,17.85219,17.08487,17.73297,16.91923,17.18239,17.01156,17.30787,17.1406,17.45042,16.8563,17.11045
"P0C0L4",16.32129,15.81247,16.21569,16.15389,14.29535,14.14305,14.03719,14.29621,16.81036,15.26523,17.01281,16.50777
"P11908",14.00359,14.20538,14.36441,14.27231,14.83719,14.75282,14.84248,14.78718,14.2583186258185,14.44561,14.36521,13.69616
"P12259",14.70492,15.3954,14.6347,14.78618,12.86903,13.279958401753,13.32009,12.34775,14.66018,14.53309,14.56937,14.8082
